talnet|1838|TALNET
netopia-vo1|1839|netopia-vo1
netopia-vo2|1840|netopia-vo2
netopia-vo3|1841|netopia-vo3
netopia-vo4|1842|netopia-vo4
netopia-vo5|1843|netopia-vo5
direcpc-dll|1844|DirecPC-DLL
altalink|1845|altalink
tunstall-pnc|1846|Tunstall PNC
slp-notify|1847|SLP Notification
fjdocdist|1848|fjdocdist
alpha-sms|1849|ALPHA-SMS
gsi|1850|GSI
ctcd|1851|ctcd
virtual-time|1852|Virtual Time
vids-avtp|1853|VIDS-AVTP
buddy-draw|1854|Buddy Draw
fiorano-rtrsvc|1855|Fiorano RtrSvc
fiorano-msgsvc|1856|Fiorano MsgSvc
datacaptor|1857|DataCaptor
privateark|1858|PrivateArk
gammafetchsvr|1859|Gamma Fetcher Server
sunscalar-svc|1860|SunSCALAR Services
lecroy-vicp|1861|LeCroy VICP
mysql-cm-agent|1862|MySQL Cluster Manager Agent
msnp|1863|MSNP
paradym-31port|1864|Paradym 31 Port
entp|1865|ENTP
swrmi|1866|swrmi
udrive|1867|UDRIVE
viziblebrowser|1868|VizibleBrowser
transact|1869|TransAct
sunscalar-dns|1870|SunSCALAR DNS Service
canocentral0|1871|Cano Central 0
canocentral1|1872|Cano Central 1
fjmpjps|1873|Fjmpjps
fjswapsnp|1874|Fjswapsnp
westell-stats|1875|westell stats
ewcappsrv|1876|ewcappsrv
hp-webqosdb|1877|hp-webqosdb
drmsmc|1878|drmsmc
nettgain-nms|1879|NettGain NMS
vsat-control|1880|Gilat VSAT Control
ibm-mqseries2|1881|IBM WebSphere MQ Everyplace
ecsqdmn|1882|CA eTrust Common Services
mqtt|1883|Message Queuing Telemetry Transport Protocol
idmaps|1884|Internet Distance Map Svc
vrtstrapserver|1885|Veritas Trap Server
leoip|1886|Leonardo over IP
filex-lport|1887|FileX Listening Port
ncconfig|1888|NC Config Port
unify-adapter|1889|Unify Web Adapter Service
wilkenlistener|1890|wilkenListener
childkey-notif|1891|ChildKey Notification
childkey-ctrl|1892|ChildKey Control
elad|1893|ELAD Protocol
o2server-port|1894|O2Server Port
b-novative-ls|1896|b-novative license server
metaagent|1897|MetaAgent
cymtec-port|1898|Cymtec secure management
mc2studios|1899|MC2Studios
ssdp|1900|SSDP
fjicl-tep-a|1901|Fujitsu ICL Terminal Emulator Program A
fjicl-tep-b|1902|Fujitsu ICL Terminal Emulator Program B
linkname|1903|Local Link Name Resolution
fjicl-tep-c|1904|Fujitsu ICL Terminal Emulator Program C
sugp|1905|Secure UP.Link Gateway Protocol
tpmd|1906|TPortMapperReq
intrastar|1907|IntraSTAR
dawn|1908|Dawn
global-wlink|1909|Global World Link
ultrabac|1910|UltraBac Software communications port
mtp|1911|Starlight Networks Multimedia Transport Protocol
rhp-iibp|1912|rhp-iibp
armadp|1913|armadp
elm-momentum|1914|Elm-Momentum
facelink|1915|FACELINK
persona|1916|Persoft Persona
noagent|1917|nOAgent
can-nds|1918|IBM Tivole Directory Service - NDS
can-dch|1919|IBM Tivoli Directory Service - DCH
can-ferret|1920|IBM Tivoli Directory Service - FERRET
noadmin|1921|NoAdmin
tapestry|1922|Tapestry
spice|1923|SPICE
xiip|1924|XIIP
discovery-port|1925|Surrogate Discovery Port
egs|1926|Evolution Game Server
videte-cipc|1927|Videte CIPC Port
emsd-port|1928|Expnd Maui Srvr Dscovr
bandwiz-system|1929|Bandwiz System - Server
driveappserver|1930|Drive AppServer
amdsched|1931|AMD SCHED
ctt-broker|1932|CTT Broker
xmapi|1933|IBM LM MT Agent
xaapi|1934|IBM LM Appl Agent
macromedia-fcs|1935|Macromedia Flash Communications Server MX
jetcmeserver|1936|JetCmeServer Server Port
jwserver|1937|JetVWay Server Port
jwclient|1938|JetVWay Client Port
jvserver|1939|JetVision Server Port
jvclient|1940|JetVision Client Port
dic-aida|1941|DIC-Aida
res|1942|Real Enterprise Service
beeyond-media|1943|Beeyond Media
close-combat|1944|close-combat
dialogic-elmd|1945|dialogic-elmd
tekpls|1946|tekpls
sentinelsrm|1947|SentinelSRM
eye2eye|1948|eye2eye
ismaeasdaqlive|1949|ISMA Easdaq Live
ismaeasdaqtest|1950|ISMA Easdaq Test
bcs-lmserver|1951|bcs-lmserver
mpnjsc|1952|mpnjsc
rapidbase|1953|Rapid Base
abr-api|1954|ABR-API (diskbridge)
abr-secure|1955|ABR-Secure Data (diskbridge)
vrtl-vmf-ds|1956|Vertel VMF DS
unix-status|1957|unix-status
dxadmind|1958|CA Administration Daemon
simp-all|1959|SIMP Channel
nasmanager|1960|Merit DAC NASmanager
bts-appserver|1961|BTS APPSERVER
biap-mp|1962|BIAP-MP
webmachine|1963|WebMachine
solid-e-engine|1964|SOLID E ENGINE
tivoli-npm|1965|Tivoli NPM
slush|1966|Slush
sns-quote|1967|SNS Quote
lipsinc|1968|LIPSinc
lipsinc1|1969|LIPSinc 1
netop-rc|1970|NetOp Remote Control
netop-school|1971|NetOp School
intersys-cache|1972|Cache
dlsrap|1973|Data Link Switching Remote Access Protocol
drp|1974|DRP
tcoflashagent|1975|TCO Flash Agent
tcoregagent|1976|TCO Reg Agent
tcoaddressbook|1977|TCO Address Book
unisql|1978|UniSQL
unisql-java|1979|UniSQL Java
pearldoc-xact|1980|PearlDoc XACT
p2pq|1981|p2pQ
estamp|1982|Evidentiary Timestamp
lhtp|1983|Loophole Test Protocol
bb|1984|BB
hsrp|1985|Hot Standby Router Protocol
licensedaemon|1986|cisco license management
tr-rsrb-p1|1987|cisco RSRB Priority 1 port
tr-rsrb-p2|1988|cisco RSRB Priority 2 port
tr-rsrb-p3/mshnet|1989|cisco RSRB Priority 3 port/MHSnet system
stun-p1|1990|cisco STUN Priority 1 port
stun-p2|1991|cisco STUN Priority 2 port
stun-p3/ipsendmsg|1992|cisco STUN Priority 3 port/Ipsendmsg
snmp-tcp-port|1993|cisco SNMP TCP port
stun-port|1994|cisco serial tunnel port
perf-port|1995|cisco perf port
tr-rsrb-port|1996|cisco Remote SRB port
gdp-port|1997|cisco Gateway Discovery Protocol
x25-svc-port|1998|cisco X.25 service (XOT)
tcp-id-port|1999|cisco identification port
cisco-sccp|2000|Cisco SCCP
dc|2001|
globe|2002|
brutus|2003|Brutus Server
mailbox|2004|
berknet|2005|
invokator|2006|
dectalk|2007|
conf|2008|
news|2009|
search|2010|
raid-cc|2011|raid
ttyinfo|2012|
raid-am|2013|
troff|2014|
cypress|2015|
bootserver|2016|
cypress-stat|2017|
terminaldb|2018|
whosockami|2019|
xinupageserver|2020|
servexec|2021|
down|2022|
xinuexpansion3|2023|
xinuexpansion4|2024|
ellpack|2025|
scrabble|2026|
shadowserver|2027|
submitserver|2028|
hsrpv6|2029|Hot Standby Router Protocol IPv6
device2|2030|
mobrien-chat|2031|mobrien-chat
blackboard|2032|
glogger|2033|
scoremgr|2034|
imsldoc|2035|
e-dpnet|2036|Ethernet WS DP network
applus|2037|APplus Application Server
objectmanager|2038|
prizma|2039|Prizma Monitoring Service
lam|2040|
interbase|2041|
isis|2042|isis
isis-bcast|2043|isis-bcast
rimsl|2044|
cdfunc|2045|
sdfunc|2046|
dls|2047|
dls-monitor|2048|
nfs/shilp|2049|Network File System - Sun Microsystems
av-emb-config|2050|Avaya EMB Config Port
epnsdp|2051|EPNSDP
clearvisn|2052|clearVisn Services Port
lot105-ds-upd|2053|Lot105 DSuper Updates
weblogin|2054|Weblogin Port
iop|2055|Iliad-Odyssey Protocol
omnisky|2056|OmniSky Port
rich-cp|2057|Rich Content Protocol
newwavesearch|2058|NewWaveSearchables RMI
bmc-messaging|2059|BMC Messaging Service
teleniumdaemon|2060|Telenium Daemon IF
netmount|2061|NetMount
icg-swp|2062|ICG SWP Port
icg-bridge|2063|ICG Bridge Port
icg-iprelay|2064|ICG IP Relay Port
dlsrpn|2065|Data Link Switch Read Port Number
aura|2066|AVM USB Remote Architecture
dlswpn|2067|Data Link Switch Write Port Number
avauthsrvprtcl|2068|Avocent AuthSrv Protocol
event-port|2069|HTTP Event Port
ah-esp-encap|2070|AH and ESP Encapsulated in UDP packet
acp-port|2071|Axon Control Protocol
msync|2072|GlobeCast mSync
gxs-data-port|2073|DataReel Database Socket
vrtl-vmf-sa|2074|Vertel VMF SA
newlixengine|2075|Newlix ServerWare Engine
newlixconfig|2076|Newlix JSPConfig
tsrmagt|2077|Old Tivoli Storage Manager
tpcsrvr|2078|IBM Total Productivity Center Server
idware-router|2079|IDWARE Router Port
autodesk-nlm|2080|Autodesk NLM (FLEXlm)
kme-trap-port|2081|KME PRINTER TRAP PORT
infowave|2082|Infowave Mobility Server
radsec|2083|Secure Radius Service
sunclustergeo|2084|SunCluster Geographic
ada-cip|2085|ADA Control
gnunet|2086|GNUnet
eli|2087|ELI - Event Logging Integration
ip-blf|2088|IP Busy Lamp Field
sep|2089|Security Encapsulation Protocol - SEP
lrp|2090|Load Report Protocol
prp|2091|PRP
descent3|2092|Descent 3
nbx-cc|2093|NBX CC
nbx-au|2094|NBX AU
nbx-ser|2095|NBX SER
nbx-dir|2096|NBX DIR
jetformpreview|2097|Jet Form Preview
dialog-port|2098|Dialog Port
h2250-annex-g|2099|H.225.0 Annex G Signalling
amiganetfs|2100|Amiga Network Filesystem
rtcm-sc104|2101|rtcm-sc104
zephyr-srv|2102|Zephyr server
zephyr-clt|2103|Zephyr serv-hm connection
zephyr-hm|2104|Zephyr hostmanager
minipay|2105|MiniPay
mzap|2106|MZAP
bintec-admin|2107|BinTec Admin
comcam|2108|Comcam
ergolight|2109|Ergolight
umsp|2110|UMSP
dsatp|2111|OPNET Dynamic Sampling Agent Transaction Protocol
idonix-metanet|2112|Idonix MetaNet
hsl-storm|2113|HSL StoRM
ariascribe|2114|Classical Music Meta-Data Access and Enhancement
kdm|2115|Key Distribution Manager
ccowcmr|2116|CCOWCMR
mentaclient|2117|MENTACLIENT
mentaserver|2118|MENTASERVER
gsigatekeeper|2119|GSIGATEKEEPER
qencp|2120|Quick Eagle Networks CP
scientia-ssdb|2121|SCIENTIA-SSDB
caupc-remote|2122|CauPC Remote Control
gtp-control|2123|GTP-Control Plane (3GPP)
elatelink|2124|ELATELINK
lockstep|2125|LOCKSTEP
pktcable-cops|2126|PktCable-COPS
index-pc-wb|2127|INDEX-PC-WB
net-steward|2128|Net Steward Control
cs-live|2129|cs-live.com
xds|2130|XDS
avantageb2b|2131|Avantageb2b
solera-epmap|2132|SoleraTec End Point Map
zymed-zpp|2133|ZYMED-ZPP
avenue|2134|AVENUE
gris|2135|Grid Resource Information Server
appworxsrv|2136|APPWORXSRV
connect|2137|CONNECT
unbind-cluster|2138|UNBIND-CLUSTER
ias-auth|2139|IAS-AUTH
ias-reg|2140|IAS-REG
ias-admind|2141|IAS-ADMIND
tdmoip|2142|TDM OVER IP
lv-jc|2143|Live Vault Job Control
lv-ffx|2144|Live Vault Fast Object Transfer
lv-pici|2145|Live Vault Remote Diagnostic Console Support
lv-not|2146|Live Vault Admin Event Notification
lv-auth|2147|Live Vault Authentication
veritas-ucl|2148|VERITAS UNIVERSAL COMMUNICATION LAYER
acptsys|2149|ACPTSYS
dynamic3d|2150|DYNAMIC3D
docent|2151|DOCENT
gtp-user|2152|GTP-User Plane (3GPP)
ctlptc|2153|Control Protocol
stdptc|2154|Standard Protocol
brdptc|2155|Bridge Protocol
trp|2156|Talari Reliable Protocol
xnds|2157|Xerox Network Document Scan Protocol
touchnetplus|2158|TouchNetPlus Service
gdbremote|2159|GDB Remote Debug Port
apc-2160|2160|APC 2160
apc-2161|2161|APC 2161
navisphere|2162|Navisphere
navisphere-sec|2163|Navisphere Secure
ddns-v3|2164|Dynamic DNS Version 3
x-bone-api|2165|X-Bone API
iwserver|2166|iwserver
raw-serial|2167|Raw Async Serial Link
easy-soft-mux|2168|easy-soft Multiplexer
brain|2169|Backbone for Academic Information Notification (BRAIN)
eyetv|2170|EyeTV Server Port
msfw-storage|2171|MS Firewall Storage
msfw-s-storage|2172|MS Firewall SecureStorage
msfw-replica|2173|MS Firewall Replication
msfw-array|2174|MS Firewall Intra Array
airsync|2175|Microsoft Desktop AirSync Protocol
rapi|2176|Microsoft ActiveSync Remote API
qwave|2177|qWAVE Bandwidth Estimate
bitspeer|2178|Peer Services for BITS
vmrdp|2179|Microsoft RDP for virtual machines
mc-gt-srv|2180|Millicent Vendor Gateway Server
eforward|2181|eforward
cgn-stat|2182|CGN status
cgn-config|2183|Code Green configuration
nvd|2184|NVD User
onbase-dds|2185|OnBase Distributed Disk Services
gtaua|2186|Guy-Tek Automated Update Applications
ssmc|2187|Sepehr System Management Control
radware-rpm|2188|Radware Resource Pool Manager
radware-rpm-s|2189|Secure Radware Resource Pool Manager
tivoconnect|2190|TiVoConnect Beacon
tvbus|2191|TvBus Messaging
asdis|2192|ASDIS software management
drwcs|2193|Dr.Web Enterprise Management Service
mnp-exchange|2197|MNP data exchange
onehome-remote|2198|OneHome Remote Access
onehome-help|2199|OneHome Service Port
ici|2200|ICI
ats|2201|Advanced Training System Program
imtc-map|2202|Int. Multimedia Teleconferencing Cosortium
b2-runtime|2203|b2 Runtime Protocol
b2-license|2204|b2 License Server
jps|2205|Java Presentation Server
hpocbus|2206|HP OpenCall bus
hpssd|2207|HP Status and Services
hpiod|2208|HP I/O Backend
rimf-ps|2209|HP RIM for Files Portal Service
noaaport|2210|NOAAPORT Broadcast Network
emwin|2211|EMWIN
leecoposserver|2212|LeeCO POS Server Service
kali|2213|Kali
rpi|2214|RDQ Protocol Interface
ipcore|2215|IPCore.co.za GPRS
vtu-comms|2216|VTU data service
gotodevice|2217|GoToDevice Device Management
bounzza|2218|Bounzza IRC Proxy
netiq-ncap|2219|NetIQ NCAP Protocol
netiq|2220|NetIQ End2End
ethernet-ip-s|2221|EtherNet/IP over TLS
EtherNet/IP-1|2222|EtherNet/IP I/O
rockwell-csp2|2223|Rockwell CSP2
efi-mg|2224|Easy Flexible Internet/Multiplayer Games
rcip-itu|2225|Resource Connection Initiation Protocol
di-drm|2226|Digital Instinct DRM
di-msg|2227|DI Messaging Service
ehome-ms|2228|eHome Message Server
datalens|2229|DataLens Service
queueadm|2230|MetaSoft Job Queue Administration Service
wimaxasncp|2231|WiMAX ASN Control Plane Protocol
ivs-video|2232|IVS Video default
infocrypt|2233|INFOCRYPT
directplay|2234|DirectPlay
sercomm-wlink|2235|Sercomm-WLink
nani|2236|Nani
optech-port1-lm|2237|Optech Port1 License Manager
aviva-sna|2238|AVIVA SNA SERVER
imagequery|2239|Image Query
recipe|2240|RECIPe
ivsd|2241|IVS Daemon
foliocorp|2242|Folio Remote Server
magicom|2243|Magicom Protocol
nmsserver|2244|NMS Server
hao|2245|HaO
pc-mta-addrmap|2246|PacketCable MTA Addr Map
antidotemgrsvr|2247|Antidote Deployment Manager Service
ums|2248|User Management Service
rfmp|2249|RISO File Manager Protocol
remote-collab|2250|remote-collab
dif-port|2251|Distributed Framework Port
njenet-ssl|2252|NJENET using SSL
dtv-chan-req|2253|DTV Channel Request
seispoc|2254|Seismic P.O.C. Port
vrtp|2255|VRTP - ViRtue Transfer Protocol
pcc-mfp|2256|PCC MFP
simple-tx-rx|2257|simple text/file transfer
rcts|2258|Rotorcraft Communications Test System
apc-2260|2260|APC 2260
comotionmaster|2261|CoMotion Master Server
comotionback|2262|CoMotion Backup Server
ecwcfg|2263|ECweb Configuration Service
apx500api-1|2264|Audio Precision Apx500 API Port 1
apx500api-2|2265|Audio Precision Apx500 API Port 2
mfserver|2266|M-Files Server
ontobroker|2267|OntoBroker
amt|2268|AMT
mikey|2269|MIKEY
starschool|2270|starSchool
mmcals|2271|Secure Meeting Maker Scheduling
mmcal|2272|Meeting Maker Scheduling
mysql-im|2273|MySQL Instance Manager
pcttunnell|2274|PCTTunneller
ibridge-data|2275|iBridge Conferencing
ibridge-mgmt|2276|iBridge Management
bluectrlproxy|2277|Bt device control proxy
s3db|2278|Simple Stacked Sequences Database
xmquery|2279|xmquery
lnvpoller|2280|LNVPOLLER
lnvconsole|2281|LNVCONSOLE
lnvalarm|2282|LNVALARM
lnvstatus|2283|LNVSTATUS
lnvmaps|2284|LNVMAPS
lnvmailmon|2285|LNVMAILMON
nas-metering|2286|NAS-Metering
dna|2287|DNA
netml|2288|NETML
dict-lookup|2289|Lookup dict server
sonus-logging|2290|Sonus Logging Services
eapsp|2291|EPSON Advanced Printer Share Protocol
mib-streaming|2292|Sonus Element Management Services
npdbgmngr|2293|Network Platform Debug Manager
konshus-lm|2294|Konshus License Manager (FLEX)
advant-lm|2295|Advant License Manager
theta-lm|2296|Theta License Manager (Rainbow)
d2k-datamover1|2297|D2K DataMover 1
d2k-datamover2|2298|D2K DataMover 2
pc-telecommute|2299|PC Telecommute
cvmmon|2300|CVMMON
cpq-wbem|2301|Compaq HTTP
binderysupport|2302|Bindery Support
proxy-gateway|2303|Proxy Gateway
attachmate-uts|2304|Attachmate UTS
mt-scaleserver|2305|MT ScaleServer
tappi-boxnet|2306|TAPPI BoxNet
pehelp|2307|pehelp
sdhelp|2308|sdhelp
sdserver|2309|SD Server
sdclient|2310|SD Client
messageservice|2311|Message Service
wanscaler|2312|WANScaler Communication Service
iapp|2313|IAPP (Inter Access Point Protocol)
cr-websystems|2314|CR WebSystems
precise-sft|2315|Precise Sft.
sent-lm|2316|SENT License Manager
attachmate-g32|2317|Attachmate G32
cadencecontrol|2318|Cadence Control
infolibria|2319|InfoLibria
siebel-ns|2320|Siebel NS
rdlap|2321|RDLAP
ofsd|2322|ofsd
3d-nfsd|2323|3d-nfsd
cosmocall|2324|Cosmocall
ansysli|2325|ANSYS Licensing Interconnect
idcp|2326|IDCP
xingcsm|2327|xingcsm
netrix-sftm|2328|Netrix SFTM
nvd|2329|NVD
tscchat|2330|TSCCHAT
agentview|2331|AGENTVIEW
rcc-host|2332|RCC Host
snapp|2333|SNAPP
ace-client|2334|ACE Client Auth
ace-proxy|2335|ACE Proxy
appleugcontrol|2336|Apple UG Control
ideesrv|2337|ideesrv
norton-lambert|2338|Norton Lambert
3com-webview|2339|3Com WebView
wrs_registry|2340|WRS Registry
xiostatus|2341|XIO Status
manage-exec|2342|Seagate Manage Exec
nati-logos|2343|nati logos
fcmsys|2344|fcmsys
dbm|2345|dbm
redstorm_join|2346|Game Connection Port
redstorm_find|2347|Game Announcement and Location
redstorm_info|2348|Information to query for game status
redstorm_diag|2349|Diagnostics Port
psbserver|2350|Pharos Booking Server
psrserver|2351|psrserver
pslserver|2352|pslserver
pspserver|2353|pspserver
psprserver|2354|psprserver
psdbserver|2355|psdbserver
gxtelmd|2356|GXT License Managemant
unihub-server|2357|UniHub Server
futrix|2358|Futrix
flukeserver|2359|FlukeServer
nexstorindltd|2360|NexstorIndLtd
tl1|2361|TL1
digiman|2362|digiman
mediacntrlnfsd|2363|Media Central NFSD
oi-2000|2364|OI-2000
dbref|2365|dbref
qip-login|2366|qip-login
service-ctrl|2367|Service Control
opentable|2368|OpenTable
l3-hbmon|2370|L3-HBMon
rda|2371|Remote Device Access
lanmessenger|2372|LanMessenger
remographlm|2373|Remograph License Manager
hydra|2374|Hydra RPC
docker|2375|Docker REST API (plain text)
docker-s|2376|Docker REST API (ssl)
swarm|2377|RPC interface for Docker Swarm
etcd-client|2379|etcd client communication
etcd-server|2380|etcd server to server communication
compaq-https|2381|Compaq HTTPS
ms-olap3|2382|Microsoft OLAP
ms-olap4|2383|Microsoft OLAP
sd-request|2384|SD-REQUEST
sd-data|2385|SD-DATA
virtualtape|2386|Virtual Tape
vsamredirector|2387|VSAM Redirector
mynahautostart|2388|MYNAH AutoStart
ovsessionmgr|2389|OpenView Session Mgr
rsmtp|2390|RSMTP
3com-net-mgmt|2391|3COM Net Management
tacticalauth|2392|Tactical Auth
ms-olap1|2393|MS OLAP 1
ms-olap2|2394|MS OLAP 2
lan900_remote|2395|LAN900 Remote
wusage|2396|Wusage
ncl|2397|NCL
orbiter|2398|Orbiter
fmpro-fdal|2399|FileMaker, Inc. - Data Access Layer
opequus-server|2400|OpEquus Server
cvspserver|2401|cvspserver
taskmaster2000|2402|TaskMaster 2000 Server
taskmaster2000|2403|TaskMaster 2000 Web
iec-104|2404|IEC 60870-5-104 process control over IP
trc-netpoll|2405|TRC Netpoll
jediserver|2406|JediServer
orion|2407|Orion
railgun-webaccl|2408|CloudFlare Railgun Web Acceleration Protocol
sns-protocol|2409|SNS Protocol
vrts-registry|2410|VRTS Registry
netwave-ap-mgmt|2411|Netwave AP Management
cdn|2412|CDN
orion-rmi-reg|2413|orion-rmi-reg
beeyond|2414|Beeyond
codima-rtp|2415|Codima Remote Transaction Protocol
rmtserver|2416|RMT Server
composit-server|2417|Composit Server
cas|2418|cas
attachmate-s2s|2419|Attachmate S2S
dslremote-mgmt|2420|DSL Remote Management
g-talk|2421|G-Talk
crmsbits|2422|CRMSBITS
rnrp|2423|RNRP
kofax-svr|2424|KOFAX-SVR
fjitsuappmgr|2425|Fujitsu App Manager
vcmp|2426|VeloCloud MultiPath Protocol
mgcp-gateway|2427|Media Gateway Control Protocol Gateway
ott|2428|One Way Trip Time
ft-role|2429|FT-ROLE
venus|2430|venus
venus-se|2431|venus-se
codasrv|2432|codasrv
codasrv-se|2433|codasrv-se
pxc-epmap|2434|pxc-epmap
optilogic|2435|OptiLogic
topx|2436|TOP/X
unicontrol|2437|UniControl
msp|2438|MSP
sybasedbsynch|2439|SybaseDBSynch
spearway|2440|Spearway Lockers
pvsw-inet|2441|Pervasive I*net Data Server
netangel|2442|Netangel
powerclientcsf|2443|PowerClient Central Storage Facility
btpp2sectrans|2444|BT PP2 Sectrans
dtn1|2445|DTN1
bues_service|2446|bues_service
ovwdb|2447|OpenView NNM daemon
hpppssvr|2448|hpppsvr
ratl|2449|RATL
netadmin|2450|netadmin
netchat|2451|netchat
snifferclient|2452|SnifferClient
madge-ltd|2453|madge ltd
indx-dds|2454|IndX-DDS
wago-io-system|2455|WAGO-IO-SYSTEM
altav-remmgt|2456|altav-remmgt
rapido-ip|2457|Rapido_IP
griffin|2458|griffin
community|2459|Community
ms-theater|2460|ms-theater
qadmifoper|2461|qadmifoper
qadmifevent|2462|qadmifevent
lsi-raid-mgmt|2463|LSI RAID Management
direcpc-si|2464|DirecPC SI
lbm|2465|Load Balance Management
lbf|2466|Load Balance Forwarding
high-criteria|2467|High Criteria
qip-msgd|2468|qip_msgd
mti-tcs-comm|2469|MTI-TCS-COMM
taskman-port|2470|taskman port
seaodbc|2471|SeaODBC
c3|2472|C3
aker-cdp|2473|Aker-cdp
vitalanalysis|2474|Vital Analysis
ace-server|2475|ACE Server
ace-svr-prop|2476|ACE Server Propagation
ssm-cvs|2477|SecurSight Certificate Valifation Service
ssm-cssps|2478|SecurSight Authentication Server (SSL)
ssm-els|2479|SecurSight Event Logging Server (SSL)
powerexchange|2480|Informatica PowerExchange Listener
giop|2481|Oracle GIOP
giop-ssl|2482|Oracle GIOP SSL
ttc|2483|Oracle TTC
ttc-ssl|2484|Oracle TTC SSL
netobjects1|2485|Net Objects1
netobjects2|2486|Net Objects2
pns|2487|Policy Notice Service
moy-corp|2488|Moy Corporation
tsilb|2489|TSILB
qip-qdhcp|2490|qip_qdhcp
conclave-cpp|2491|Conclave CPP
groove|2492|GROOVE
talarian-mqs|2493|Talarian MQS
bmc-ar|2494|BMC AR
fast-rem-serv|2495|Fast Remote Services
dirgis|2496|DIRGIS
quaddb|2497|Quad DB
odn-castraq|2498|ODN-CasTraq
unicontrol|2499|UniControl
rtsserv|2500|Resource Tracking system server
rtsclient|2501|Resource Tracking system client
kentrox-prot|2502|Kentrox Protocol
nms-dpnss|2503|NMS-DPNSS
wlbs|2504|WLBS
ppcontrol|2505|PowerPlay Control
jbroker|2506|jbroker
spock|2507|spock
jdatastore|2508|JDataStore
fjmpss|2509|fjmpss
fjappmgrbulk|2510|fjappmgrbulk
metastorm|2511|Metastorm
citrixima|2512|Citrix IMA
citrixadmin|2513|Citrix ADMIN
facsys-ntp|2514|Facsys NTP
facsys-router|2515|Facsys Router
maincontrol|2516|Main Control
call-sig-trans|2517|H.323 Annex E Call Control Signalling Transport
willy|2518|Willy
globmsgsvc|2519|globmsgsvc
pvsw|2520|Pervasive Listener
adaptecmgr|2521|Adaptec Manager
windb|2522|WinDb
qke-llc-v3|2523|Qke LLC V.3
optiwave-lm|2524|Optiwave License Management
ms-v-worlds|2525|MS V-Worlds
ema-sent-lm|2526|EMA License Manager
iqserver|2527|IQ Server
ncr_ccl|2528|NCR CCL
utsftp|2529|UTS FTP
vrcommerce|2530|VR Commerce
ito-e-gui|2531|ITO-E GUI
ovtopmd|2532|OVTOPMD
snifferserver|2533|SnifferServer
combox-web-acc|2534|Combox Web Access
madcap|2535|MADCAP
btpp2audctr1|2536|btpp2audctr1
upgrade|2537|Upgrade Protocol
vnwk-prapi|2538|vnwk-prapi
vsiadmin|2539|VSI Admin
lonworks|2540|LonWorks
lonworks2|2541|LonWorks2
udrawgraph|2542|uDraw(Graph)
reftek|2543|REFTEK
novell-zen|2544|Management Daemon Refresh
sis-emt|2545|sis-emt
vytalvaultbrtp|2546|vytalvaultbrtp
vytalvaultvsmp|2547|vytalvaultvsmp
vytalvaultpipe|2548|vytalvaultpipe
ipass|2549|IPASS
ads|2550|ADS
isg-uda-server|2551|ISG UDA Server
call-logging|2552|Call Logging
efidiningport|2553|efidiningport
vcnet-link-v10|2554|VCnet-Link v10
compaq-wcp|2555|Compaq WCP
nicetec-nmsvc|2556|nicetec-nmsvc
nicetec-mgmt|2557|nicetec-mgmt
pclemultimedia|2558|PCLE Multi Media
lstp|2559|LSTP
labrat|2560|labrat
mosaixcc|2561|MosaixCC
delibo|2562|Delibo
cti-redwood|2563|CTI Redwood
hp-3000-telnet|2564|HP 3000 NS/VT block mode telnet
coord-svr|2565|Coordinator Server
pcs-pcw|2566|pcs-pcw
clp|2567|Cisco Line Protocol
spamtrap|2568|SPAM TRAP
sonuscallsig|2569|Sonus Call Signal
hs-port|2570|HS Port
cecsvc|2571|CECSVC
ibp|2572|IBP
trustestablish|2573|Trust Establish
blockade-bpsp|2574|Blockade BPSP
hl7|2575|HL7
tclprodebugger|2576|TCL Pro Debugger
scipticslsrvr|2577|Scriptics Lsrvr
rvs-isdn-dcp|2578|RVS ISDN DCP
mpfoncl|2579|mpfoncl
tributary|2580|Tributary
argis-te|2581|ARGIS TE
argis-ds|2582|ARGIS DS
mon|2583|MON
cyaserv|2584|cyaserv
netx-server|2585|NETX Server
netx-agent|2586|NETX Agent
masc|2587|MASC
privilege|2588|Privilege
quartus-tcl|2589|quartus tcl
idotdist|2590|idotdist
maytagshuffle|2591|Maytag Shuffle
netrek|2592|netrek
mns-mail|2593|MNS Mail Notice Service
dts|2594|Data Base Server
worldfusion1|2595|World Fusion 1
worldfusion2|2596|World Fusion 2
homesteadglory|2597|Homestead Glory
citriximaclient|2598|Citrix MA Client
snapd|2599|Snap Discovery
hpstgmgr|2600|HPSTGMGR
discp-client|2601|discp client
discp-server|2602|discp server
servicemeter|2603|Service Meter
nsc-ccs|2604|NSC CCS
nsc-posa|2605|NSC POSA
netmon|2606|Dell Netmon
connection|2607|Dell Connection
wag-service|2608|Wag Service
system-monitor|2609|System Monitor
versa-tek|2610|VersaTek
lionhead|2611|LIONHEAD
qpasa-agent|2612|Qpasa Agent
smntubootstrap|2613|SMNTUBootstrap
neveroffline|2614|Never Offline
firepower|2615|firepower
appswitch-emp|2616|appswitch-emp
cmadmin|2617|Clinical Context Managers
priority-e-com|2618|Priority E-Com
bruce|2619|bruce
lpsrecommender|2620|LPSRecommender
miles-apart|2621|Miles Apart Jukebox Server
metricadbc|2622|MetricaDBC
lmdp|2623|LMDP
aria|2624|Aria
blwnkl-port|2625|Blwnkl Port
gbjd816|2626|gbjd816
